Analyse 1,Algebre 1,Electrostatique et Magnetostatique,Mecanique du Point,Architecture des Ordinateurs,Tec1,Electrocinetique et Optique Geometrique,Analyse2,Outils Informatiques,Algebre 2,Chimie Generale,Tec2 et Anglais,Mecanique du Solide,Algebre 3,Analyse 3,Thermodynamique et Statique des Fluides,Tec et Anglais 2,Electromagnetisme et Optique Physique,Electronique,Analyse 4,Probabilites et Statistiques,Programmation C,Dao et Materiaux,Organisation Entreprise et Economie,Moyenne,Moyenne de Baccalaureat,Region d'Origine,Filiere choisie
14,11,11,15,14,15,10,12,9,15,13,9,9,14,15,15,13,9,15,15,12,11,15,10,12.541666666666666,16.60388733910071,Casablanca-Settat,Genie Civil(BTP)
12,14,15,9,12,9,14,14,14,12,15,11,12,12,15,10,14,13,14,15,11,14,14,14,12.875,16.686215351977243,Souss-Massa,Genie Industriel
14,12,10,11,15,9,14,9,14,14,15,12,12,9,13,11,10,11,15,10,10,10,15,10,11.875,14.216256831034658,Souss-Massa,Genie Industriel
12,14,10,9,14,15,12,13,12,13,15,15,12,14,11,15,11,11,11,11,12,11,11,13,12.375,14.207360574908105,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
10,12,13,10,9,9,10,14,13,13,15,14,10,9,14,15,15,15,13,15,9,9,13,10,12.041666666666666,16.576455081373037,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,13,14,12,11,9,14,13,15,14,14,12,12,12,12,9,11,15,15,9,14,11,15,12,12.541666666666666,12.658266348843297,Souss-Massa,Genie Industriel
12,11,11,15,13,12,10,13,9,12,15,12,13,10,13,15,9,12,15,12,14,13,15,15,12.541666666666666,16.688773834617628,Souss-Massa,Genie Civil(BTP)
14,9,9,9,11,9,13,11,13,13,15,13,12,10,12,15,9,12,10,13,10,12,10,11,11.458333333333334,15.79055960329652,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
13,9,13,14,12,12,13,11,14,11,14,10,14,14,13,11,10,14,15,9,14,14,15,11,12.5,16.722668544539157,Marrakech-Safi,Genie Industriel
14,10,13,15,11,12,15,15,14,10,15,10,14,12,14,15,11,15,11,11,15,12,10,9,12.625,17.506030256265355,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,10,9,11,13,12,11,10,13,14,15,9,15,12,11,15,13,14,12,12,13,15,11,9,12.125,16.44754573264533,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,11,15,12,10,11,12,9,11,9,15,9,14,12,9,15,15,13,12,14,10,13,9,10,11.708333333333334,15.868508732320503,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
10,15,9,11,11,14,15,10,14,11,14,11,12,13,10,12,10,15,15,11,11,13,15,11,12.208333333333334,16.661706255253787,Souss-Massa,Genie Industriel
15,12,9,11,14,14,10,12,12,10,15,9,12,15,14,15,12,15,12,15,9,9,13,13,12.375,16.700416723593058,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
11,12,11,10,13,11,11,12,13,13,15,11,13,9,12,15,9,12,15,12,13,9,13,10,11.875,17.632597204481225,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,9,13,11,13,9,15,11,12,13,15,10,9,9,14,15,10,11,12,10,15,12,12,9,11.833333333333334,16.486654227788495,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,12,15,10,14,10,12,12,10,15,10,10,14,15,15,11,12,12,9,9,9,15,15,12.125,16.524798928687286,Souss-Massa,Genie Civil(BTP)
15,14,10,12,10,11,13,12,12,11,15,13,14,14,11,15,14,14,13,14,10,11,10,14,12.583333333333334,15.060970113369612,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
12,12,9,12,12,11,9,9,15,11,14,10,9,14,12,13,9,13,14,10,13,14,15,13,11.875,16.06074254823323,Souss-Massa,Genie Industriel
15,14,11,14,11,11,11,13,10,15,15,9,14,9,13,15,9,12,9,9,13,9,15,11,11.958333333333334,15.666777505771606,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,15,12,9,11,9,12,11,15,12,14,15,12,15,12,10,14,11,15,14,12,9,14,13,12.416666666666666,16.340011415149814,Souss-Massa,Genie Industriel
12,14,14,15,11,11,12,13,9,13,10,10,15,10,12,15,11,9,12,9,9,12,15,10,11.791666666666666,17.234993824860105,Souss-Massa,Genie Civil(BTP)
11,14,15,15,13,14,15,13,14,13,15,12,12,9,9,15,15,12,13,13,12,14,11,9,12.833333333333334,12.089721521131876,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,9,9,11,11,10,14,9,11,10,15,10,15,13,10,15,9,12,12,15,10,13,13,11,11.75,13.780269071722117,Oriental,Genie de Procedes de l'Energie et de l'Environnement
14,12,11,11,15,11,15,12,13,13,15,10,9,10,11,15,9,11,11,11,10,12,11,11,11.791666666666666,17.174510087764297,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,14,15,13,15,15,12,15,14,9,15,13,13,13,10,15,13,15,10,10,9,14,14,15,13.083333333333334,17.99164203450517,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,9,14,14,12,14,15,13,14,15,15,10,12,14,11,15,10,15,14,15,9,15,12,11,13.0,17.251288252364343,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,14,12,15,10,13,13,15,10,15,11,10,14,10,9,15,11,10,9,14,9,9,15,9,11.75,14.233029685288052,Souss-Massa,Genie Civil(BTP)
13,15,13,13,14,11,11,10,12,15,15,9,14,10,9,15,9,10,14,12,9,14,11,11,12.041666666666666,16.328917879912208,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
9,10,15,11,9,10,11,12,11,9,15,14,13,15,12,15,15,11,10,14,9,15,15,14,12.25,16.43814398132379,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,12,11,15,14,12,12,11,13,11,15,11,12,13,14,15,15,14,11,9,12,11,11,15,12.541666666666666,16.79252802513817,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,12,10,13,12,14,9,11,12,9,15,11,15,13,10,15,9,15,14,13,11,11,11,12,12.125,15.825977850334882,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
10,10,14,15,11,10,14,15,12,14,14,10,9,10,12,15,12,15,12,11,12,14,15,11,12.375,15.595468942007052,Marrakech-Safi,Genie Mecanique
13,15,13,9,13,13,13,9,15,14,15,10,9,10,11,15,13,10,13,10,13,10,11,9,11.916666666666666,15.457824138634978,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,10,15,15,13,15,15,10,13,14,14,12,11,15,15,11,15,9,14,9,12,15,14,15,13.041666666666666,15.734773919148363,Oriental,Genie Electrique
13,14,12,14,12,15,10,9,15,14,15,11,9,9,9,9,12,13,15,11,14,10,15,14,12.25,14.142595148939316,Marrakech-Safi,Genie Industriel
9,10,9,14,10,14,15,12,15,15,15,12,9,14,14,15,9,14,9,12,14,12,13,10,12.291666666666666,16.865466091211154,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,9,15,11,14,13,14,15,14,13,15,14,11,10,14,14,14,15,15,14,14,10,15,10,13.166666666666666,13.70985952569695,Casablanca-Settat,Genie Industriel
14,13,13,15,9,15,13,13,9,9,11,9,12,11,14,15,10,14,12,9,14,15,14,13,12.333333333333334,14.164861598013454,Souss-Massa,Genie Mecanique
12,12,9,15,15,12,12,14,14,12,15,11,14,15,11,15,15,13,15,11,13,11,10,12,12.833333333333334,17.88778526808992,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
9,10,11,9,13,11,9,9,12,11,15,10,14,13,13,15,14,9,11,15,9,15,14,14,11.875,16.278343320706465,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,11,12,14,10,10,15,15,14,14,15,12,14,14,12,9,13,12,14,14,12,13,15,14,13.041666666666666,16.74678811998202,Guelmim-Oued Noun,Genie Industriel
11,11,15,13,15,15,15,15,12,9,9,9,12,9,15,14,15,9,15,14,10,11,14,15,12.583333333333334,15.396536260184083,Souss-Massa,Genie Electrique
13,15,14,13,9,11,9,15,11,11,15,10,13,15,9,15,13,13,12,13,12,9,12,9,12.125,13.956124478830004,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,12,13,15,11,9,10,9,13,11,11,10,11,13,11,15,9,11,12,13,14,12,15,15,12.041666666666666,16.53127492963035,Souss-Massa,Genie Civil(BTP)
14,10,15,10,11,10,14,13,15,12,15,12,10,15,12,15,10,13,14,14,9,12,10,13,12.416666666666666,15.308161074398642,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
14,14,11,13,12,14,14,14,15,12,15,15,11,15,15,12,10,10,15,10,10,11,14,14,12.916666666666666,16.123977042794948,Casablanca-Settat,Genie Industriel
9,12,10,10,15,12,10,11,14,14,15,15,12,14,14,15,12,10,9,9,13,11,15,12,12.208333333333334,14.383252719923718,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
12,14,12,15,13,9,14,14,12,12,13,14,15,13,12,15,11,14,10,12,11,14,15,15,12.958333333333334,14.844532303413695,Souss-Massa,Genie Mecanique
13,13,9,10,9,10,13,13,15,11,15,15,12,9,14,15,10,11,15,14,14,10,9,12,12.125,15.242050805996504,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
12,15,10,12,10,9,12,11,12,14,15,9,15,13,9,15,15,11,9,12,10,11,14,9,11.833333333333334,16.199446313332263,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
10,11,12,11,13,12,13,11,9,10,15,9,15,10,15,15,14,9,10,12,15,9,9,15,11.833333333333334,16.06638134318491,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,10,10,10,12,13,13,15,13,12,15,14,14,10,15,15,12,14,14,10,11,9,12,12,12.375,17.50834869966079,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,9,9,14,11,12,9,12,14,12,15,14,14,13,10,15,13,12,15,10,14,10,10,15,12.333333333333334,16.217007398255536,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,15,14,15,10,11,12,15,10,11,15,9,12,14,9,15,12,9,9,15,10,13,10,10,12.041666666666666,15.60800123714843,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
9,9,10,9,10,15,11,13,9,13,15,15,12,10,11,15,9,15,11,10,15,9,12,13,11.666666666666666,13.3897799183659,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
11,14,15,15,13,10,15,13,13,9,13,9,10,9,14,10,14,12,14,15,9,14,13,15,12.458333333333334,17.20751092967139,Beni Mellal-Khenifra,Genie Electrique
13,12,15,11,11,10,12,9,13,10,15,9,9,14,13,15,14,10,10,11,9,12,14,15,11.916666666666666,15.944083327481485,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,14,13,14,13,10,12,14,15,15,9,15,12,13,14,14,12,15,10,12,10,15,14,12.916666666666666,17.631232498979127,Souss-Massa,Genie Industriel
11,13,11,9,13,13,9,11,15,14,14,14,12,15,9,14,9,14,15,12,15,10,14,13,12.458333333333334,15.364939455804128,Casablanca-Settat,Genie Industriel
12,15,14,10,14,12,12,12,15,10,15,14,11,15,9,15,9,9,13,14,12,13,9,10,12.25,16.875408734736723,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
14,12,14,15,14,14,11,13,10,9,15,11,12,12,12,15,13,10,10,9,9,13,10,11,12.0,17.34986375849519,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,10,14,10,12,9,14,11,15,10,15,12,14,14,15,14,9,12,14,10,13,11,15,9,12.166666666666666,17.16797070981432,Laayoune-Sakia El Hamra,Genie Industriel
11,15,11,12,12,10,15,12,15,9,14,9,15,15,12,10,13,13,15,12,10,13,14,10,12.375,16.402938968021147,Souss-Massa,Genie Industriel
10,13,11,14,14,14,14,11,15,13,15,13,10,9,10,13,11,11,15,9,10,10,14,12,12.125,14.862347233413212,Souss-Massa,Genie Industriel
10,12,13,14,13,12,13,13,13,9,15,10,10,15,14,15,14,10,9,11,14,12,9,15,12.291666666666666,17.078015045651984,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,13,15,10,11,10,15,14,13,11,15,15,14,9,10,10,15,9,14,14,15,11,12,15,12.458333333333334,17.10398591926259,Rabat-Sale-Kenitra,Genie Electrique
15,14,12,15,13,14,9,12,15,14,9,9,9,10,9,15,12,10,10,11,9,14,15,13,12.0,17.72220644535149,Beni Mellal-Khenifra,Genie Civil(BTP)
12,11,15,12,13,14,10,12,15,14,15,11,15,11,11,15,14,13,13,9,15,12,12,13,12.791666666666666,16.578153249097756,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
15,10,10,10,10,9,12,14,9,14,15,11,15,11,14,15,13,12,9,14,12,11,11,11,11.958333333333334,15.856366267865123,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,11,12,14,10,13,15,9,9,9,15,13,15,11,14,15,15,15,11,14,14,11,15,14,12.708333333333334,17.50639699922311,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
15,12,9,10,15,15,13,12,15,14,14,9,10,12,9,13,14,10,15,15,12,11,14,13,12.541666666666666,18.394390969862098,Souss-Massa,Genie Industriel
14,9,11,15,10,14,14,9,12,13,15,12,12,11,11,15,15,12,9,9,13,13,15,9,12.166666666666666,15.225988061852576,Guelmim-Oued Noun,Genie Civil(BTP)
13,9,10,15,9,15,15,14,13,14,15,14,10,12,15,15,14,9,13,15,10,13,14,13,12.875,17.21296160006745,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,13,10,10,15,10,12,10,12,10,15,12,10,15,9,15,11,13,14,10,10,10,10,15,11.916666666666666,17.853584809531803,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,10,15,10,10,14,11,15,15,13,15,15,13,10,13,12,11,13,14,14,11,11,15,15,12.75,16.14284835202391,Casablanca-Settat,Genie Industriel
14,11,13,10,10,13,13,11,14,9,15,13,13,11,12,15,12,14,15,14,14,10,15,11,12.583333333333334,17.628393289134472,Marrakech-Safi,Genie Industriel
14,14,11,14,12,13,15,14,13,12,15,10,11,13,11,15,11,9,10,9,15,10,10,15,12.333333333333334,16.439872302363227,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,12,14,11,13,9,10,12,12,10,15,11,14,12,11,15,15,15,13,9,10,9,13,9,11.875,16.99244311487868,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
11,9,13,15,13,13,14,14,14,15,14,10,15,15,11,15,12,12,14,14,12,11,14,9,12.875,12.017560310788722,Laayoune-Sakia El Hamra,Genie Industriel
15,14,15,9,11,12,15,10,13,12,10,11,9,12,14,13,14,11,14,9,12,9,9,10,11.791666666666666,16.063081654989364,Marrakech-Safi,Genie Electrique
15,12,11,15,9,14,11,11,13,15,15,11,12,9,10,15,13,13,11,13,9,10,9,12,12.0,16.19165311573582,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,9,14,15,13,15,12,15,12,11,13,12,13,15,10,15,15,10,14,13,14,13,15,12,12.958333333333334,16.114269256072266,Rabat-Sale-Kenitra,Genie Civil(BTP)
11,15,11,10,13,15,14,11,13,12,15,10,10,13,11,15,9,14,12,13,11,15,11,15,12.458333333333334,17.08815918218692,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,14,13,11,13,15,15,13,12,12,15,14,14,9,9,15,15,10,13,12,14,11,14,15,12.833333333333334,14.444180107730618,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,12,15,14,13,12,11,15,9,14,15,9,14,10,13,15,14,15,14,13,12,14,11,14,13.0,12.538341603690892,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,12,14,15,15,11,9,10,9,9,15,11,9,12,10,15,11,13,15,9,9,12,14,10,11.791666666666666,15.58704412665342,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,11,14,12,11,13,13,14,15,13,15,14,14,13,9,15,13,15,14,9,9,11,9,9,12.333333333333334,16.930729485914433,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,10,11,11,9,9,13,13,12,14,15,10,9,14,12,15,12,11,10,12,11,12,15,9,11.75,15.400574176199624,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
11,13,12,14,9,14,12,14,10,10,15,10,14,13,13,15,13,15,13,12,14,14,9,9,12.416666666666666,14.162412638998823,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
9,14,13,9,11,12,14,14,15,10,15,9,11,11,14,15,12,14,15,15,15,10,13,9,12.458333333333334,15.397951973292272,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,11,12,11,10,9,10,9,14,12,14,14,11,15,10,12,14,9,14,11,14,11,14,9,11.625,15.154149729125724,Guelmim-Oued Noun,Genie Industriel
10,9,9,14,12,11,15,11,13,10,15,14,12,9,12,15,9,11,14,11,15,14,13,14,12.166666666666666,14.09053906227162,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,15,15,15,13,9,15,14,9,14,15,13,13,15,9,9,15,12,14,13,12,15,12,13,13.0,12.69016247621662,Souss-Massa,Genie Electrique
10,10,12,13,11,14,12,10,15,11,15,12,15,10,10,12,9,9,14,13,13,10,15,9,11.833333333333334,15.593526870718676,Guelmim-Oued Noun,Genie Industriel
12,14,9,14,14,10,12,12,11,12,15,12,10,14,9,15,15,11,11,11,13,10,9,15,12.083333333333334,15.12598832770165,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,10,11,12,10,12,13,12,13,15,15,15,9,11,12,15,14,10,12,15,9,10,9,11,11.916666666666666,13.7672480967681,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,12,14,10,15,12,15,11,15,12,15,12,9,9,10,15,10,9,12,15,12,14,9,13,12.291666666666666,16.71575044351816,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,15,11,15,11,13,9,12,10,12,13,10,15,9,15,15,10,13,15,10,11,13,15,9,12.125,16.919887406297708,Rabat-Sale-Kenitra,Genie Civil(BTP)
15,13,11,11,11,11,12,12,15,15,14,12,14,12,14,11,10,14,14,14,14,10,14,9,12.583333333333334,17.928018480111273,Tanger-Tetouan-Al Hoceima,Genie Industriel
9,15,15,10,9,14,13,10,10,12,15,12,11,12,13,15,15,10,13,13,9,11,12,9,11.958333333333334,17.50189588878554,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,10,9,14,10,12,9,12,10,9,15,9,15,14,12,15,9,10,11,13,12,12,9,15,11.541666666666666,16.43268032730405,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,15,9,15,11,14,9,14,11,10,15,12,11,11,13,15,15,14,11,11,12,14,9,12,12.208333333333334,12.378954903296638,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
13,14,13,15,10,10,12,12,11,10,15,13,9,12,13,15,11,12,12,14,12,14,9,12,12.208333333333334,14.052890634813714,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,15,15,15,15,14,10,11,12,10,15,14,13,14,13,15,15,13,11,10,15,14,13,13,13.166666666666666,17.868989850308424,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,13,12,12,15,10,9,12,15,12,14,12,15,9,15,10,9,14,15,13,13,15,15,13,12.708333333333334,15.45183083139818,Souss-Massa,Genie Industriel
13,10,9,11,11,12,13,14,11,15,15,13,9,11,9,15,10,9,15,9,13,9,9,13,11.583333333333334,17.870463264629375,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
10,9,10,12,13,12,9,10,10,15,15,9,9,10,12,15,10,14,11,11,9,10,11,12,11.166666666666666,15.730439262145907,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
14,13,9,14,11,15,11,13,15,15,15,10,15,13,9,13,9,12,15,9,12,13,14,14,12.625,16.308095272460168,Marrakech-Safi,Genie Industriel
14,10,14,12,9,14,9,12,9,13,15,9,14,10,12,15,13,10,14,15,11,14,14,14,12.333333333333334,12.20597272945165,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
15,10,10,13,11,10,10,13,15,12,14,11,13,14,12,10,9,14,15,9,10,13,14,15,12.166666666666666,15.635591747328318,Souss-Massa,Genie Industriel
15,11,15,14,11,12,15,9,11,13,11,13,10,15,11,9,14,10,15,15,9,11,14,9,12.166666666666666,16.761057520161295,Guelmim-Oued Noun,Genie Electrique
13,14,15,11,9,12,15,14,12,13,9,9,11,14,13,9,15,15,15,15,10,12,14,11,12.5,14.627289311137684,Guelmim-Oued Noun,Genie Electrique
9,10,15,11,15,15,12,11,11,9,15,13,11,14,10,15,12,12,10,12,11,12,13,13,12.125,17.739686989449087,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,11,9,10,12,15,15,9,9,15,15,11,9,15,13,15,14,10,12,9,13,14,12,11,12.125,17.32506918657869,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
14,9,9,14,15,12,11,12,12,11,15,13,12,14,9,15,15,13,14,12,15,15,10,12,12.625,17.39510303088538,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
9,13,9,13,14,11,10,10,15,13,15,15,14,11,13,15,12,12,9,11,14,10,12,11,12.125,15.121972386304412,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,10,9,12,12,9,10,11,13,12,15,15,9,12,13,15,10,15,14,14,12,12,14,9,12.125,15.800902704946534,Oriental,Genie de Procedes de l'Energie et de l'Environnement
15,13,15,11,11,15,15,11,15,11,14,9,15,15,9,10,14,15,15,9,15,14,15,15,13.166666666666666,17.60375133494599,Souss-Massa,Genie Electrique
11,13,10,14,14,13,10,13,15,14,15,9,15,13,14,15,10,13,11,15,15,10,15,14,12.958333333333334,16.4029243362816,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
11,15,11,15,11,15,13,15,14,12,15,12,9,12,11,15,15,9,11,13,12,9,10,9,12.25,15.065969765620794,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
11,14,9,10,12,9,12,13,15,12,14,12,12,13,11,13,11,12,15,14,10,13,14,15,12.333333333333334,15.096311598576028,Souss-Massa,Genie Industriel
13,12,11,12,14,10,14,11,12,12,15,10,11,13,14,15,10,13,14,14,10,15,13,15,12.625,17.163282328516622,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,12,9,15,10,14,15,9,13,15,14,10,11,11,9,15,14,10,13,15,10,14,15,10,12.208333333333334,16.67319927065063,Marrakech-Safi,Genie Civil(BTP)
12,15,10,12,13,13,10,12,15,11,14,12,10,11,15,10,9,10,15,13,14,14,15,15,12.5,16.222699586796605,Souss-Massa,Genie Industriel
9,9,12,15,13,13,14,9,12,9,15,11,14,10,9,15,12,11,15,9,10,11,11,10,11.583333333333334,15.980315058320508,Tanger-Tetouan-Al Hoceima,Genie de Procedes de l'Energie et de l'Environnement
9,12,10,13,10,11,13,9,9,15,15,11,15,12,13,15,11,13,11,9,14,10,11,14,11.875,14.770413593294531,Tanger-Tetouan-Al Hoceima,Genie de Procedes de l'Energie et de l'Environnement
15,11,12,9,12,12,15,10,10,13,15,11,15,12,12,15,15,13,9,13,14,15,13,9,12.5,16.227329658723143,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,14,10,11,13,10,15,15,14,15,10,13,14,11,13,14,11,14,10,9,14,15,14,12.666666666666666,16.367882692670214,Laayoune-Sakia El Hamra,Genie Industriel
12,10,9,14,10,14,9,9,13,10,15,10,10,13,12,15,14,9,15,11,11,13,12,15,11.875,16.67478347908276,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,14,14,9,11,15,12,15,15,9,14,15,13,10,9,9,9,11,15,15,14,13,15,14,12.625,17.03332811839819,Fes-Meknes,Genie Industriel
13,14,9,9,15,11,13,14,9,11,15,12,10,14,14,15,14,13,15,14,11,11,14,10,12.5,16.728174381454362,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,11,15,11,11,14,15,11,12,14,11,15,11,13,9,9,15,13,15,11,14,10,14,9,12.208333333333334,17.291168775092853,Casablanca-Settat,Genie Electrique
13,10,13,13,12,14,11,14,14,10,15,10,12,15,15,14,14,10,14,11,11,12,14,12,12.625,12.781704061046309,Casablanca-Settat,Genie Industriel
15,15,9,11,12,13,15,15,9,10,15,15,15,11,11,15,13,13,11,10,9,14,13,12,12.541666666666666,13.065949790052091,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
15,13,15,12,10,10,12,13,15,11,14,14,9,9,12,9,13,12,14,15,11,12,15,14,12.458333333333334,17.70141415946897,Souss-Massa,Genie Industriel
13,12,13,15,13,9,10,10,13,12,10,10,9,10,11,15,11,9,9,15,14,9,15,11,11.583333333333334,15.103157892667952,Souss-Massa,Genie Civil(BTP)
11,12,15,15,11,13,11,12,10,14,13,10,9,9,9,15,13,14,12,13,10,11,15,12,12.041666666666666,17.215545477772274,Souss-Massa,Genie Mecanique
15,13,10,14,13,14,15,12,9,13,15,14,9,13,11,15,12,11,11,9,10,10,11,12,12.125,16.108205538356593,Oriental,Genie de Procedes de l'Energie et de l'Environnement
9,15,15,11,12,11,12,15,12,13,15,10,13,12,14,15,15,10,13,14,11,12,14,10,12.625,17.672447070322598,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
15,11,10,14,15,10,9,10,14,10,15,15,12,14,12,13,13,10,14,12,9,10,14,12,12.208333333333334,17.65110617664395,Tanger-Tetouan-Al Hoceima,Genie Industriel
11,15,11,9,12,10,11,10,15,9,15,14,10,14,11,10,13,15,14,14,12,14,15,11,12.291666666666666,16.847257641197977,Souss-Massa,Genie Industriel
15,9,13,13,15,12,11,15,14,15,14,10,10,15,9,9,14,10,15,14,12,11,15,10,12.5,17.915477884723497,Souss-Massa,Genie Industriel
11,14,12,10,9,13,12,11,12,9,15,10,15,13,12,15,9,14,12,10,13,14,9,12,11.916666666666666,13.377237943913489,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,10,15,12,13,11,15,14,14,13,12,15,13,15,15,14,14,10,15,13,11,10,13,9,12.75,14.503198551755018,Souss-Massa,Genie Electrique
14,12,11,10,10,12,10,12,14,12,15,14,9,12,14,15,9,15,9,11,12,13,10,9,11.833333333333334,17.51257161101547,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
15,14,11,14,11,12,13,15,15,12,15,9,12,11,11,12,13,9,14,11,12,14,14,9,12.416666666666666,15.78632999779098,Souss-Massa,Genie Industriel
12,13,12,14,10,13,12,14,14,11,15,13,14,14,12,13,11,14,15,11,15,11,15,11,12.875,16.428373382255483,Souss-Massa,Genie Industriel
11,13,15,9,13,14,15,9,9,11,11,9,10,14,10,11,14,15,15,9,11,13,12,14,11.958333333333334,15.883626027024464,Souss-Massa,Genie Electrique
15,15,15,10,10,14,10,12,10,12,15,15,10,11,13,15,9,10,11,15,15,15,13,9,12.458333333333334,16.15258977475778,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,10,15,9,14,14,13,11,15,12,15,9,11,15,13,15,11,13,15,12,10,9,9,12,12.208333333333334,17.906262809507822,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,15,9,9,9,15,13,11,15,9,15,15,10,13,15,15,11,15,15,15,10,15,12,13,12.75,15.610075096294684,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
12,12,13,12,11,11,14,15,12,12,15,11,11,15,15,15,14,14,11,12,12,12,12,9,12.583333333333334,14.068996618192196,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
